---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE07

Time Stamp (Second(s)), Accel X (G), Accel Y (G), Accel Z (G)
1.5084,-0.052,0.239,-0.266
1.5086,-0.052,0.239,-0.266
1.5088,-0.052,0.239,-0.266
1.5094,0.096,0.08,0.031
1.5116,0.082,0.025,0.097
1.5135,-0.067,0.187,-0.035
1.5154,-0.018,0.03,0.123
1.5175,0.007,0.01,-0.04
1.5194,0,-0.016,0.037
1.5275,-0.631,0.108,0.023
1.5286,-0.536,0.162,-0.166
1.5288,-0.536,0.162,-0.166
1.529,-0.642,0.222,-0.087
1.5294,-0.642,0.222,-0.087
1.5314,-0.59,0.177,-0.165
1.5335,-0.043,0.061,-0.084
1.5354,0.14,0.066,-0.225
1.5375,-0.049,0.247,-0.233
1.5394,-0.038,0.354,-0.379
1.5474,0.183,0.02,0.148
1.5475,0.183,0.02,0.148
1.5477,0.183,0.02,0.148
1.5479,0.183,0.02,0.148
1.5494,-0.028,0.058,0.075
1.5514,-0.069,0.05,0.005
1.5534,0.123,0.152,0.13
1.5554,-0.005,0.147,0.003
1.5574,-0.365,0.208,0.036
1.5672,0.124,-0.033,-0.202
1.5673,0.124,-0.033,-0.202
1.5674,0.124,-0.033,-0.202
1.5675,0.124,-0.033,-0.202
1.5676,0.124,-0.033,-0.202
1.5694,0.065,0.056,-0.096
1.5714,0.141,0.192,-0.05
1.5734,-0.147,0.194,-0.132
1.5754,-0.063,0.171,-0.13
1.5774,0.084,0.131,0.159
1.5794,-0.094,-0.008,0.048
1.5873,0.143,0.122,0.054
1.5874,0.143,0.122,0.054
1.5875,0.143,0.122,0.054
1.5876,0.143,0.122,0.054
1.5894,0.194,0.04,-0.072
1.5914,-0.049,0.114,-0.152
1.5934,-0.029,0.02,-0.2
1.5954,0.237,0.058,-0.05
1.5974,0.232,0.039,0.011
1.5994,0.787,-0.11,0.219
1.6083,-0.026,0.098,-0.056
1.6084,0.04,0.078,0.1
1.6085,0.04,0.078,0.1
1.6087,0.04,0.078,0.1
1.6094,0.016,0.058,-0.064
1.6114,0.147,0.036,0.031
1.6134,0.069,-0.005,-0.152
1.6154,0.066,-0.086,-0.07
1.6174,-0.019,-0.027,-0.152
1.6195,-0.009,-0.007,-0.046
1.6275,0.538,0.014,-0.095
1.6284,0.538,0.014,-0.095
1.6286,0.619,-0.072,0.155
1.6287,0.619,-0.072,0.155
1.6295,0.371,-0.03,-0.059
1.6315,0.346,-0.03,0.006
1.6335,0.275,-0.149,-0.106
1.6355,0.164,0.122,-0.003
1.6375,0.002,-0.022,0.037
1.6395,0.035,-0.068,0.089
1.6475,-0.352,0.018,-0.219
1.6477,-0.523,0.117,-0.106
1.6478,-0.523,0.117,-0.106
1.6479,-0.523,0.117,-0.106
1.6496,-0.538,0.208,-0.16
1.6514,-0.339,0.044,-0.07
1.6536,-0.055,0.046,-0.02
1.6554,0.166,-0.098,-0.009
1.6575,-0.016,0.001,-0.087
1.6674,0.632,-0.144,0.063
1.6676,0.632,-0.144,0.063
1.6677,0.489,-0.104,0.08
1.6678,0.489,-0.104,0.08
1.668,0.489,-0.104,0.08
1.6695,0.614,-0.024,0.088
1.6715,0.452,-0.009,-0.106
1.6735,0.459,-0.016,0.149
1.6754,0.134,0.004,0.132
1.6775,0.028,-0.05,0.106
1.6795,0.081,-0.051,0.038
1.6876,0.032,0.034,-0.078
1.6878,0.053,0.035,-0.034
1.6879,0.053,0.035,-0.034
1.688,0.053,0.035,-0.034
1.6895,0.086,-0.017,-0.148
1.6914,0.009,0.075,-0.028
1.6935,0.158,-0.065,-0.038
1.6954,0.085,-0.038,0.096
1.6975,-0.049,-0.016,-0.08
1.6995,-0.012,-0.031,-0.083
1.7083,0.502,-0.141,0.013
1.7085,0.502,-0.141,0.013
1.7087,0.502,-0.141,0.013
1.7089,0.13,-0.16,-0.023
1.7095,0.13,-0.16,-0.023
1.7114,0.125,-0.075,-0.079
1.7135,-0.053,0.031,-0.049
1.7154,0.056,-0.142,0.056
1.7174,0.085,-0.115,0.008
1.7195,-0.031,0.058,0.03
1.7275,-0.658,0.115,0.049
1.7286,-0.596,0.169,0.152
1.7288,-0.596,0.169,0.152
1.729,-0.596,0.169,0.152
1.7295,-0.634,0.148,-0.132
1.7314,-0.627,0.134,-0.239
1.7335,-0.575,0.105,-0.3
1.7354,-0.273,-0.092,0.036
1.7374,-0.091,0.009,0.006
1.7394,0.271,0.034,-0.006
1.7474,0.015,-0.045,-0.072
1.7475,0.015,-0.045,-0.072
1.7477,0.015,-0.045,-0.072
1.7479,0.015,-0.045,-0.072
1.7494,0.053,-0.025,0.061
1.7514,0.082,-0.022,0.184
1.7534,0,0.04,0.118
1.7554,-0.582,0.109,-0.022
1.7574,-0.59,0.126,-0.066
1.7594,-0.616,-0.076,-0.057
1.7675,-0.656,0,0.038
1.7676,-0.656,0,0.038
1.7677,-0.656,0,0.038
1.7679,-0.656,0,0.038
1.7694,-0.437,0.094,0.033
1.7714,-0.176,-0.007,0.094
1.7734,0.131,0.032,0.082
1.7754,-0.04,0.046,-0.105
1.7774,-0.008,0.033,-0.152
1.7873,0.079,-0.103,0.09
1.7874,0.079,-0.103,0.09
1.7876,0.079,-0.103,0.09
1.7877,0.079,-0.103,0.09
1.7879,0.079,-0.103,0.09
1.7894,-0.064,0.039,0.027
1.7914,-0.093,-0.008,0
1.7934,-0.413,0.076,-0.124
1.7954,-0.448,0.034,-0.114
1.7974,-0.169,-0.008,-0.029
1.7994,-0.139,-0.017,-0.018
1.8083,-0.068,-0.017,-0.223
1.8084,-0.075,-0.068,-0.15
1.8085,-0.075,-0.068,-0.15
1.8087,-0.075,-0.068,-0.15
1.8094,-0.084,-0.098,-0.173
1.8114,-0.121,0.008,-0.049
1.8134,-0.043,-0.056,0.059
1.8155,-0.099,-0.119,0.096
1.8175,-0.154,-0.098,0.073
1.8195,-0.121,0.045,-0.032
1.8275,-0.033,0.014,-0.063
1.8286,0.001,-0.063,-0.016
1.8287,0.001,-0.063,-0.016
1.8288,0.001,-0.063,-0.016
1.8295,0.001,-0.063,-0.016
1.8315,-0.034,-0.095,0.007
1.8335,-0.106,-0.032,0.097
1.8355,-0.013,-0.034,-0.008
1.8374,-0.028,-0.102,-0.031
1.8395,-0.054,-0.028,0.004
1.8476,-0.096,0.069,-0.068
1.8477,-0.043,-0.007,-0.083
1.8478,-0.043,-0.007,-0.083
1.8479,-0.043,-0.007,-0.083
1.8496,-0.08,0.016,-0.006
1.8514,-0.08,-0.068,0.013
1.8535,-0.046,-0.058,-0.036
1.8555,-0.007,-0.055,-0.026
1.8575,0.027,-0.052,-0.02
1.8595,-0.033,-0.048,-0.016
1.8676,-0.056,-0.017,-0.007
1.8677,-0.056,-0.017,-0.007
1.8678,-0.071,-0.064,-0.08
1.8679,-0.071,-0.064,-0.08
1.8695,-0.054,-0.071,0.009
1.8714,-0.033,-0.109,-0.06
1.8735,-0.029,-0.144,-0.033
1.8755,-0.03,-0.059,0.003
1.8774,0.001,-0.062,0.063
1.8873,-0.027,-0.017,-0.108
1.8875,-0.027,-0.017,-0.108
1.8876,-0.027,-0.017,-0.108
1.8877,-0.027,-0.017,-0.108
1.8878,-0.003,-0.011,-0.095
1.8895,0.023,-0.134,-0.086
1.8914,-0.072,-0.065,-0.062
1.8935,-0.055,-0.118,0.01
1.8955,-0.055,-0.136,0.087
1.8974,-0.056,-0.086,-0.01
1.9084,-0.047,-0.078,-0.069
1.9085,-0.047,-0.078,-0.069
1.9087,-0.047,-0.078,-0.069
1.9089,-0.047,-0.078,-0.069
1.9095,-0.06,-0.095,0.047
1.9114,-0.068,-0.047,0.024
1.9134,-0.143,-0.067,-0.005
1.9156,-0.045,-0.134,-0.032
1.9174,0.011,-0.052,-0.051
1.9195,-0.012,-0.155,-0.062
1.9275,-0.049,-0.07,-0.09
1.9276,-0.049,-0.07,-0.09
1.9278,-0.049,-0.07,-0.09
1.9279,-0.049,-0.07,-0.09
1.9294,-0.078,-0.022,-0.078
1.9314,0.017,-0.096,-0.077
1.9334,-0.014,-0.102,-0.119
1.9354,-0.034,-0.153,-0.052
1.9374,0.038,-0.179,-0.002
1.9394,-0.011,-0.112,0.014
1.9475,-0.033,0.008,-0.135
1.9476,-0.033,0.008,-0.135
1.9477,-0.033,0.008,-0.135
1.9478,-0.033,0.008,-0.135
1.9494,-0.04,-0.111,-0.132
1.9534,-0.057,-0.013,-0.047
1.9554,-0.055,-0.09,-0.017
1.9574,-0.062,-0.154,0.011
1.9673,-0.115,0.018,-0.086
1.9675,-0.115,0.018,-0.086
1.9676,-0.115,0.018,-0.086
1.9677,-0.115,0.018,-0.086
1.9678,-0.115,0.018,-0.086
1.9694,0.026,-0.071,-0.092
1.9714,-0.031,-0.051,0.001
1.9734,0.006,0.018,0.078
1.9754,0.031,-0.05,-0.007
1.9774,0.012,-0.09,-0.038
1.9794,0.003,-0.111,-0.077
1.9883,-0.055,-0.035,-0.025
1.9884,-0.029,-0.018,0.001
1.9885,-0.029,-0.018,0.001
1.9886,-0.029,-0.018,0.001
1.9894,-0.073,-0.074,-0.102
1.9914,-0.037,-0.024,-0.073
1.9934,-0.083,0,-0.057
1.9954,-0.044,-0.021,-0.091
1.9975,-0.027,-0.13,0.014
1.9994,-0.058,-0.116,0.037
2.0075,-0.035,-0.045,-0.01
2.0085,-0.035,-0.045,-0.01
2.0086,-0.026,0.005,-0.063
2.0087,-0.026,0.005,-0.063
2.0095,-0.065,-0.017,-0.024
2.0115,-0.003,-0.023,-0.11
2.0135,-0.061,-0.08,-0.06
2.0155,-0.098,-0.052,-0.033
2.0175,-0.095,-0.054,-0.037
2.0273,-0.106,-0.071,-0.033
2.0275,-0.106,-0.071,-0.033
2.0276,-0.015,-0.046,0.061
2.0277,-0.015,-0.046,0.061
2.0278,-0.015,-0.046,0.061
2.0295,-0.079,-0.005,0.085
2.0315,-0.038,-0.111,0.005
2.0334,-0.033,-0.044,-0.114
2.0355,0.063,-0.08,-0.096
2.0374,0.03,0.006,-0.029
2.0395,-0.073,-0.086,-0.041
2.0476,-0.091,-0.15,-0.005
2.0477,-0.047,-0.155,-0.014
2.0478,-0.047,-0.155,-0.014
2.0479,-0.047,-0.155,-0.014
2.0495,-0.112,-0.111,-0.114
2.0515,-0.087,-0.141,-0.117
2.0535,-0.019,-0.088,-0.053
2.0555,0.031,-0.138,-0.042
2.0574,-0.022,-0.199,0.008
2.0595,-0.078,-0.151,-0.023
2.0676,-0.017,-0.204,0.038
2.0677,-0.017,-0.204,0.038
2.0678,-0.085,-0.302,0.034
2.0679,-0.085,-0.302,0.034
2.0695,-0.108,-0.267,0.027
2.0715,-0.139,-0.151,0.014
2.0734,-0.093,-0.173,-0.175
2.0755,-0.111,-0.205,-0.116
2.0774,-0.066,-0.175,0.005
2.0795,-0.024,-0.232,0
2.0884,-0.136,-0.263,-0.03
2.0885,-0.136,-0.263,-0.03
2.0886,-0.136,-0.263,-0.03
2.0887,-0.136,-0.263,-0.03
2.0894,-0.043,-0.229,-0.083
2.0915,-0.059,-0.138,-0.024
2.0934,-0.01,-0.263,0.014
2.0955,-0.008,-0.278,-0.024
2.0974,-0.113,-0.224,-0.125
2.0994,-0.061,-0.247,-0.018
2.1074,-0.021,-0.232,0.032
2.1085,-0.011,-0.271,-0.033
2.1086,-0.011,-0.271,-0.033
2.1087,-0.011,-0.271,-0.033
2.1094,-0.078,-0.269,-0.032
2.1115,-0.039,-0.297,-0.031
2.1135,-0.106,-0.256,-0.065
2.1155,-0.099,-0.201,-0.134
2.1174,-0.066,-0.234,-0.01
2.1194,-0.124,-0.285,-0.068
2.1275,-0.003,-0.338,-0.027
2.1276,-0.003,-0.338,-0.027
2.1277,-0.003,-0.338,-0.027
2.1278,-0.003,-0.338,-0.027
2.1314,-0.113,-0.21,-0.015
2.1334,-0.131,-0.221,-0.038
2.1354,-0.105,-0.249,-0.047
2.1374,-0.081,-0.273,-0.108
2.1473,-0.113,-0.235,0.019
2.1475,-0.113,-0.235,0.019
2.1476,-0.113,-0.235,0.019
2.1477,-0.113,-0.235,0.019
2.1478,-0.113,-0.235,0.019
2.1494,-0.114,-0.296,-0.048
2.1515,-0.074,-0.243,-0.065
2.1534,-0.065,-0.315,-0.09
2.1554,-0.077,-0.278,-0.043
2.1574,-0.07,-0.275,-0.126
2.1594,-0.068,-0.25,-0.055
2.1675,-0.118,-0.266,0.013
2.1676,-0.118,-0.266,0.013
2.1677,-0.118,-0.266,0.013
2.1678,-0.118,-0.266,0.013
2.1695,-0.11,-0.367,0.045
2.1714,0.008,-0.29,-0.01
2.1734,-0.033,-0.204,-0.123
2.1754,-0.003,-0.241,-0.134
2.1774,-0.169,-0.257,-0.09
2.1794,-0.149,-0.286,-0.04
2.1884,-0.105,-0.297,0.095
2.1885,-0.11,-0.276,0.055
2.1886,-0.11,-0.276,0.055
2.1894,-0.07,-0.231,0.063
2.1914,-0.107,-0.179,0.056
2.1934,-0.122,-0.177,-0.022
2.1954,-0.178,-0.173,-0.107
2.1975,-0.099,-0.164,-0.153
2.2074,-0.086,-0.008,0.075
2.2076,-0.078,0,0.014
2.2077,-0.078,0,0.014
2.2078,-0.078,0,0.014
2.2079,-0.078,0,0.014
2.2095,-0.125,-0.057,-0.009
2.2115,-0.152,-0.089,-0.015
2.2135,-0.094,-0.073,-0.127
2.2155,-0.116,-0.078,-0.059
2.2175,-0.081,-0.021,-0.037
2.2195,-0.066,-0.068,-0.052
2.2276,-0.05,0.037,-0.072
2.2277,-0.099,0.052,0.031
2.2278,-0.099,0.052,0.031
2.2279,-0.099,0.052,0.031
2.2294,-0.083,0.05,0.051
2.2315,-0.115,0.186,0.04
2.2334,-0.088,0.204,0.051
2.2355,-0.07,0.112,-0.038
2.2375,-0.074,0.086,-0.042
2.2395,-0.003,0.116,-0.091
2.2475,-0.12,0.145,0
2.2477,-0.036,0.21,0.019
2.2478,-0.036,0.21,0.019
2.2479,-0.036,0.21,0.019
2.2495,-0.059,0.198,0.079
2.2515,-0.037,0.281,-0.074
2.2534,-0.06,0.239,-0.133
2.2555,-0.055,0.233,-0.017
2.2575,-0.059,0.234,-0.125
2.2594,-0.073,0.022,-0.076
2.2684,-0.042,0.282,0.008
2.2685,-0.042,0.282,0.008
2.2686,-0.042,0.282,0.008
2.2687,-0.042,0.282,0.008
2.2694,-0.003,0.316,0.074
2.2715,-0.057,0.176,-0.024
2.2734,-0.054,0.267,0.022
2.2755,0.049,0.213,-0.012
2.2775,0,0.257,-0.11
2.2873,0.013,0.153,-0.042
2.2875,0.013,0.153,-0.042
2.2887,-0.036,0.205,0.053
2.2888,-0.036,0.205,0.053
2.2889,-0.036,0.205,0.053
2.2895,0.03,0.267,0.072
2.2915,-0.012,0.316,0.019
2.2934,0.012,0.217,0.076
2.2954,0.005,0.199,-0.009
2.2975,0.026,0.227,-0.038
2.2994,0.023,0.306,-0.049
2.3075,0.041,0.251,0.048
2.3077,0.041,0.251,0.048
2.3079,0.041,0.251,0.048
2.3081,0.045,0.235,0.079
2.3094,0.009,0.246,0.069
2.3115,0.021,0.152,0.077
2.3135,-0.029,0.147,0.077
2.3154,0.006,0.227,-0.008
2.3174,-0.043,0.208,-0.112
2.3194,-0.055,0.269,-0.168
2.3274,-0.006,0.179,0.059
2.3276,-0.006,0.179,0.059
2.3278,-0.006,0.179,0.059
2.328,-0.006,0.179,0.059
2.3294,0.088,0.155,0.105
2.3314,0.037,0.165,0.014
2.3334,-0.016,0.211,0.022
2.3354,0.055,0.307,-0.03
2.3374,-0.021,0.32,-0.057
2.3394,0.023,0.287,-0.119
2.3474,-0.002,0.274,-0.069
2.3476,-0.002,0.274,-0.069
2.3477,-0.002,0.274,-0.069
2.3479,-0.002,0.274,-0.069
2.3494,0.022,0.327,0.012
2.3515,0.016,0.202,0.107
2.3534,0.051,0.126,0.142
2.3554,0.047,0.203,0.088
2.3574,0.024,0.309,0.044
2.3594,0.05,0.178,-0.035
2.3683,-0.004,0.296,-0.014
2.3684,-0.044,0.293,-0.036
2.3685,-0.044,0.293,-0.036
2.3686,-0.044,0.293,-0.036
2.3694,-0.011,0.3,-0.06
2.3714,-0.02,0.16,0.071
2.3734,0.015,0.083,0.087
2.3754,0.019,0.127,0.032
2.3774,0.016,0.17,-0.049
2.3794,-0.034,0.121,-0.014
2.3875,0.046,0.034,-0.031
2.3884,0.011,0.022,0.028
2.3885,0.011,0.022,0.028
2.3886,0.011,0.022,0.028
2.3894,-0.042,-0.095,-0.096
2.3914,0.038,-0.135,0.011
2.3935,-0.062,-0.149,0.093
2.3954,0.013,-0.115,0.088
2.3975,-0.007,-0.044,-0.037
2.4074,0,-0.227,-0.015
2.4076,0.006,-0.267,-0.06
2.4077,0.006,-0.267,-0.06
2.4078,0.006,-0.267,-0.06
2.4079,0.006,-0.267,-0.06
2.4095,0.03,-0.28,0.027
2.4115,-0.042,-0.316,0.01
2.4135,-0.009,-0.347,0.027
2.4155,-0.039,-0.356,0.026
2.4175,-0.052,-0.252,0.028
2.4194,-0.079,-0.328,-0.045
2.4275,-0.061,-0.437,0.081
2.4277,-0.055,-0.432,0.064
2.4278,-0.055,-0.432,0.064
2.4279,-0.055,-0.432,0.064
2.4294,-0.081,-0.427,0.024
2.4315,-0.108,-0.344,-0.078
2.4335,-0.04,-0.466,0.01
2.4354,-0.023,-0.66,0.068
2.4375,-0.126,-0.585,-0.051
2.4394,-0.047,-0.411,-0.115
2.4475,-0.045,-0.428,-0.126
2.4477,-0.045,-0.428,-0.126
2.4478,-0.04,-0.544,-0.028
2.4479,-0.04,-0.544,-0.028
2.4494,-0.072,-0.461,-0.01
2.4515,-0.024,-0.471,-0.011
2.4535,-0.075,-0.519,0.111
2.4554,-0.027,-0.529,0.183
2.4575,-0.124,-0.465,0.156
2.4594,-0.073,-0.42,-0.056
2.4685,-0.084,-0.481,-0.159
2.4687,-0.084,-0.481,-0.159
2.4688,-0.027,-0.552,0.029
2.469,-0.027,-0.552,0.029
2.4694,-0.027,-0.552,0.029
2.4715,0.032,-0.599,0.084
2.4735,-0.128,-0.483,-0.081
2.4754,-0.035,-0.465,0.027
2.4775,-0.066,-0.493,0.091
2.4794,-0.062,-0.423,0.001
2.4875,-0.157,-0.378,-0.156
2.4886,-0.137,-0.463,-0.026
2.4888,-0.137,-0.463,-0.026
2.4889,-0.077,-0.438,-0.02
2.4894,-0.077,-0.438,-0.02
2.4914,-0.152,-0.589,0.138
2.4935,-0.101,-0.529,0.155
2.4954,-0.098,-0.446,0.095
2.4975,-0.162,-0.409,-0.071
2.5073,-0.163,-0.494,0.007
2.5074,-0.163,-0.494,0.007
2.5077,-0.163,-0.494,0.007
2.5079,-0.163,-0.494,0.007
2.508,-0.163,-0.494,0.007
2.5095,-0.123,-0.446,-0.045
2.5114,-0.099,-0.44,-0.074
2.5134,-0.182,-0.55,0.025
2.5154,-0.136,-0.432,0.013
2.5174,-0.085,-0.47,-0.019
2.5273,-0.095,-0.383,0.011
2.5274,-0.095,-0.383,0.011
2.5276,-0.095,-0.383,0.011
2.5278,-0.095,-0.383,0.011
2.528,-0.095,-0.383,0.011
2.5294,-0.136,-0.434,-0.05
2.5314,-0.157,-0.424,-0.03
2.5334,-0.187,-0.39,0.046
2.5354,-0.19,-0.34,-0.041
2.5374,-0.147,-0.252,-0.197
2.5472,-0.152,-0.31,-0.011
2.5474,-0.152,-0.31,-0.011
2.5475,-0.152,-0.31,-0.011
2.5476,-0.152,-0.31,-0.011
2.5478,-0.152,-0.31,-0.011
2.5494,-0.282,-0.281,0.047
2.5514,-0.242,-0.099,0.016
2.5535,-0.237,-0.186,-0.061
2.5554,-0.424,-0.187,-0.034
2.5574,-0.251,-0.144,-0.085
2.5594,-0.104,-0.213,-0.053
2.5682,-0.335,-0.208,0.056
2.5683,-0.397,-0.143,-0.028
2.5685,-0.397,-0.143,-0.028
2.5686,-0.397,-0.143,-0.028
2.5694,-0.31,-0.063,-0.04
2.5714,-0.172,-0.038,-0.164
2.5734,-0.142,-0.131,-0.206
2.5754,-0.139,-0.12,-0.135
2.5774,-0.136,-0.093,-0.155
2.5794,-0.179,-0.01,0.02
2.5874,-0.136,-0.077,-0.061
2.5884,-0.15,0.008,0.063
2.5885,-0.069,0.116,0
2.5886,-0.069,0.116,0
2.5895,-0.044,0.107,-0.045
2.5915,-0.039,0.129,-0.042
2.5935,-0.111,0.233,0.136
2.5955,-0.121,0.103,-0.003
2.5975,-0.206,0.234,0.076
2.6072,-0.024,0.248,0.063
2.6074,-0.024,0.248,0.063
2.6075,-0.092,0.219,-0.089
2.6077,-0.092,0.219,-0.089
2.6078,-0.092,0.219,-0.089
2.6095,-0.027,0.289,-0.025
2.6114,-0.117,0.333,-0.104
2.6135,-0.066,0.4,-0.208
2.6154,-0.048,0.27,-0.248
2.6175,0,0.055,0.179
2.6196,0.079,0.136,0.124
2.6276,-0.031,0.423,-0.061
2.6277,-0.068,0.28,-0.107
2.6278,-0.068,0.28,-0.107
2.6279,-0.068,0.28,-0.107
2.6295,-0.126,0.369,-0.102
2.6314,-0.045,0.42,-0.134
2.6335,0.09,0.189,-0.035
2.6354,0.157,0.172,0.096
2.6375,0.185,0.302,0.02
2.6395,0.102,0.408,0.074
2.6475,0.084,0.373,-0.112
2.6477,0.084,0.373,-0.112
2.6478,0.016,0.384,-0.165
2.6479,0.016,0.384,-0.165
2.6495,0.217,0.463,-0.014
2.6514,0.189,0.409,0.099
2.6535,0.244,0.27,0.126
2.6554,0.207,0.278,-0.052
2.6575,0.181,0.383,-0.109
2.6595,0.132,0.365,-0.094
2.6682,0.23,0.504,0.035
2.6683,0.23,0.504,0.035
2.6685,0.23,0.504,0.035
2.6687,0.23,0.504,0.035
2.6695,0.234,0.507,0.017
2.6714,0.125,0.277,-0.018
2.6735,0.097,0.279,0.013
2.6754,0.138,0.275,0.001
2.6775,0.173,0.491,-0.06
2.6795,0.191,0.477,-0.009
2.6874,0.121,0.468,-0.17
2.6885,0.104,0.453,-0.038
2.6887,0.104,0.453,-0.038
2.6889,0.104,0.453,-0.038
2.6895,0.074,0.398,-0.078
2.6914,0.163,0.273,-0.012
2.6935,0.192,0.234,-0.014
2.6954,0.179,0.285,0.078
2.6974,0.16,0.46,0.001
2.6995,0.14,0.495,-0.031
2.7073,0.181,0.46,-0.046
2.7074,0.181,0.46,-0.046
2.7075,0.181,0.46,-0.046
2.7077,0.181,0.46,-0.046
2.7094,0.2,0.404,-0.082
2.7114,0.129,0.361,0.003
2.7134,0.17,0.318,0.031
2.7154,0.186,0.338,0.025
2.7174,0.178,0.377,-0.04
2.7194,0.02,0.365,-0.099
2.7273,0.13,0.523,-0.023
2.7274,0.13,0.523,-0.023
2.7275,0.13,0.523,-0.023
2.7276,0.13,0.523,-0.023
2.7295,0.114,0.548,-0.104
2.7314,0.004,0.431,0.022
2.7334,0.052,0.353,-0.062
2.7354,0.12,0.415,0.02
2.7374,0.111,0.478,-0.101
2.7394,0.191,0.535,-0.057
2.7473,0.087,0.555,-0.096
2.7474,0.087,0.555,-0.096
2.7475,0.087,0.555,-0.096
2.7476,0.087,0.555,-0.096
2.7494,0,0.549,-0.028
2.7515,0.021,0.46,0.038
2.7534,0.033,0.435,-0.089
2.7554,0.194,0.391,-0.045
2.7574,0.211,0.367,-0.036
2.7594,0.192,0.573,-0.01
2.7683,0.039,0.579,0.066
2.7684,0.043,0.535,-0.028
2.7686,0.043,0.535,-0.028
2.7687,0.043,0.535,-0.028
2.7694,0.065,0.51,0.025
2.7714,0.09,0.456,-0.041
2.7734,0.132,0.374,-0.088
2.7754,0.183,0.495,-0.071
2.7774,0.232,0.549,-0.039
2.7794,0.105,0.515,-0.045
2.7873,0.093,0.519,0.032
2.7883,0.121,0.526,0.007
2.7885,0.121,0.526,0.007
2.7886,0.095,0.466,-0.087
2.7895,0.232,0.52,-0.044
2.7915,0.166,0.477,-0.166
2.7935,0.177,0.542,-0.067
2.7955,0.184,0.499,-0.103
2.7975,0.204,0.517,-0.072
2.7995,0.079,0.584,-0.097
2.8073,0.193,0.5,0.006
2.8074,0.193,0.5,0.006
2.8076,0.193,0.5,0.006
2.8077,0.162,0.43,-0.008
2.8116,0.182,0.525,-0.113
2.8135,0.207,0.543,-0.059
2.8156,0.211,0.436,0.012
2.8174,0.236,0.471,0.027
2.8195,0.173,0.626,-0.099
2.8274,0.294,0.545,0.092
2.8275,0.294,0.545,0.092
2.8276,0.294,0.545,0.092
2.8277,0.264,0.562,0.089
2.8295,0.276,0.562,0.09
2.8314,0.231,0.53,-0.006
2.8335,0.219,0.487,-0.046
2.8355,0.181,0.477,-0.042
2.8374,0.21,0.646,-0.029
2.8395,0.188,0.52,-0.145
2.8475,0.236,0.58,-0.034
2.8476,0.236,0.58,-0.034
2.8477,0.236,0.58,-0.034
2.8478,0.246,0.574,-0.034
2.8495,0.19,0.629,0
2.8514,0.174,0.602,-0.065
2.8535,0.221,0.481,0.011
2.8555,0.158,0.454,0.003
2.8574,0.246,0.6,0.007
2.8673,0.202,0.556,-0.142
2.8681,0.235,0.569,-0.18
2.8682,0.235,0.569,-0.18
2.8684,0.235,0.569,-0.18
2.8685,0.235,0.569,-0.18
2.8695,0.192,0.552,-0.116
2.8714,0.118,0.409,-0.034
2.8734,0.125,0.374,0.106
2.8755,0.115,0.41,0.052
2.8774,0.117,0.356,0.112
2.8796,0.136,0.349,0
2.8874,0.108,0.374,-0.172
2.8875,0.108,0.374,-0.172
2.8876,0.108,0.374,-0.172
2.8877,0.108,0.374,-0.172
2.8895,0.114,0.383,-0.23
2.8914,0.044,0.252,-0.245
2.8935,0.195,0.235,-0.108
2.8954,0.292,0.293,0.029
2.8974,0.211,0.271,0.064
2.9072,0.106,0.317,0.063
2.9074,0.106,0.317,0.063
2.9075,0.106,0.317,0.063
2.9076,0.106,0.317,0.063
2.9077,0.106,0.317,0.063
2.9094,0.084,0.272,0.008
2.9134,0.206,0.188,-0.121
2.9154,0.12,0.227,-0.094
2.9174,0.082,0.218,-0.233
2.9273,0.091,0.199,0.042
2.9275,0.091,0.199,0.042
2.9276,0.091,0.199,0.042
2.9277,0.091,0.199,0.042
2.9278,0.091,0.199,0.042
2.9294,0.168,0.296,0.051
2.9314,0.061,0.148,0.013
2.9334,0.018,0.243,0.021
2.9354,0.048,0.272,0.03
2.9374,0.079,0.417,0.024
2.9394,0.036,0.21,-0.041
2.9483,0.063,0.256,-0.112
2.9484,0.063,0.256,-0.112
2.9485,0.063,0.256,-0.112
2.9486,0.063,0.256,-0.112
2.9494,0.081,0.163,-0.111
2.9514,0.087,0.211,-0.048
2.9534,0.021,0.3,-0.01
2.9554,0.028,0.304,-0.048
2.9574,0.037,0.303,-0.003
2.9594,0.1,0.286,0.137
2.9675,0.056,0.253,0.035
2.9686,0.002,0.32,-0.106
2.9687,0.002,0.32,-0.106
2.9688,0.002,0.32,-0.106
2.9694,-0.015,0.364,-0.143
2.9715,-0.007,0.393,-0.159
2.9734,0.065,0.298,-0.194
2.9755,0.019,0.255,-0.155
2.9775,0.119,0.212,-0.104
2.9795,0.118,0.276,-0.117
2.9875,0.039,0.272,0.062
2.9876,0.027,0.308,0.056
2.9877,0.027,0.308,0.056
2.9878,0.027,0.308,0.056
2.9895,0.025,0.377,0.057
2.9915,0.02,0.469,-0.033
2.9935,0.004,0.381,-0.118
2.9955,0.102,0.333,-0.17
2.9974,0.108,0.34,-0.047
2.9995,0.181,0.289,-0.062
3.0076,0.017,0.363,-0.071
3.0077,0.009,0.448,-0.09
3.0078,0.009,0.448,-0.09
3.0079,0.009,0.448,-0.09
3.0096,0.064,0.369,-0.031
3.0115,0.098,0.381,0.009
3.0134,0.093,0.24,-0.05
3.0155,0.121,0.279,-0.13
