---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE01

Time Stamp (Second(s)), Engine Speed (RPM), Throttle (%), Intake Temp (C), Coolant Temp (C), Vehicle Speed (KPH), Lambda #2, Battery Voltage (V)
20.0895,8371.47,56.2493,10,74,0,0,14.015
20.0995,9186.31,95.3113,10,74,0,0,13.4494
20.1095,9991.38,39.8432,10,74,0,0,13.7008
20.1195,9605.84,78.5146,9,74,0,0,13.638
20.1303,10159.7,83.9833,10,74,0,0,13.5751
20.1394,10534,73.0459,9,74,0,0,13.638
20.1495,11134.3,82.8114,9,74,0,0,13.8893
20.1594,11083.2,82.0302,9,74,0,0,13.7636
20.1695,11168.3,78.5146,9,74,0,0,13.5751
20.1883,11269.9,77.3428,8,75,0,0,13.638
20.1894,11158.2,78.5146,9,75,0,0,13.638
20.1996,11301.5,82.4208,9,74,0,0,13.8265
20.2096,11182.8,98.4362,9,75,0,0,13.638
20.2196,11149.6,74.6084,9,74,0,0,13.5751
20.2305,11117.2,62.4992,8,74,0,0,13.5751
20.2396,10701.9,58.9836,9,75,0,0,13.8893
20.2496,10639.8,84.3739,8,75,0,0,13.8265
20.2595,10984.7,81.249,8,75,0,0,13.7636
20.2694,11105.1,77.3428,9,75,0,0,13.8265
20.2884,11310.9,75.7803,8,75,0,0,13.7636
20.2894,11294.9,76.9521,9,75,0,0,13.7636
20.3074,11445.7,80.4677,9,75,0,0,13.5751
20.3095,11469.5,80.4677,9,75,0,0,13.5751
20.3195,11285.5,80.0771,9,75,0,0,13.7636
20.3304,11189.4,62.1086,9,75,0,0,13.9522
20.3395,10822.6,57.0305,9,75,0,0,13.638
20.3495,10659.7,75.3897,9,75,0,0,13.5123
20.3595,10567.2,78.9052,8,76,0,0,13.7008
20.3695,10641,78.124,8,75,0,0,13.7008
20.3896,10681.6,78.124,9,75,0,0,13.7636
20.3994,10891.4,78.124,9,75,0,0,13.638
20.4094,11022.6,78.5146,9,75,0,0,13.8893
20.4196,11217.6,78.5146,9,75,0,0,13.7008
20.4295,11244.1,79.6865,9,75,0,0,13.7636
20.4395,11519.9,78.5146,9,76,0,0,13.638
20.4495,9690.99,74.6084,9,75,0,0,13.638
20.4682,5655.46,76.1709,9,76,0,0,13.8893
20.4695,5505.07,77.3428,9,75,0,0,14.015
20.4795,6201.94,80.4677,8,76,0,0,13.7008
20.4895,6890.61,87.8895,9,76,0,0,13.8893
20.4995,6846.08,92.1863,9,76,0,0,13.7008
20.5104,6908.97,98.0456,8,76,0,0,13.8893
20.5195,7762.87,98.0456,9,77,0,0,13.8265
20.5295,8574.98,98.0456,8,77,0,0,13.7008
20.5395,8917.95,91.0145,9,76,0,0,13.7636
20.5495,9351.93,89.452,8,77,0,0,13.8265
20.5604,9495.68,85.1552,9,77,0,0,13.8265
20.5695,9854.66,84.7645,8,76,0,0,13.5751
20.5874,10451.5,82.4208,9,76,0,0,13.7008
20.5895,10471.5,82.4208,9,76,0,0,13.7008
20.5995,9357.4,83.5927,9,77,0,0,13.7636
20.6104,7775.37,96.4831,9,77,0,0,13.9522
20.6195,7043.73,97.655,9,77,0,0,13.7636
20.6295,7582.01,99.2175,9,77,0,0,14.0779
20.6395,8100.76,89.0614,9,77,0,0,14.1407
20.6495,8539.43,88.6707,9,78,0,0,14.015
20.6604,8645.29,98.8269,9,77,0,0,13.638
20.6695,9018.73,98.8269,9,78,0,0,13.5751
20.6795,9660.52,98.0456,9,77,0,0,13.7636
20.6894,9382.01,77.7334,9,78,0,0,13.5751
20.6995,9121.85,32.4215,9,78,0,0,13.638
20.7104,7604.67,19.531,10,78,0,0,13.8265
20.7195,6572.64,23.4372,10,78,0,0,13.638
20.7295,6022.25,23.4372,8,78,0,0,13.8893
20.7395,5989.05,24.2184,9,78,0,0,13.8265
20.7495,5541.78,26.9528,9,78,0,0,13.8265
20.7683,4580.85,24.9997,9,79,0,0,13.8893
20.7695,4565.22,23.4372,9,78,0,0,13.638
20.7795,5871.08,21.8747,10,78,0,0,13.8265
20.7895,6564.05,21.8747,9,78,0,0,14.0779
20.7995,6614.05,21.4841,9,79,0,0,13.7008
20.8103,6130.45,21.0935,9,78,0,0,13.638
20.8195,5904.28,20.3122,10,78,0,0,13.5751
20.8295,5712.49,19.9216,10,79,0,0,13.7636
20.8395,5437.49,18.7498,9,79,0,0,13.9522
20.8495,4931.24,18.3591,9,79,0,0,13.7636
20.8603,4387.1,18.7498,9,79,0,0,13.5751
20.8694,4089.83,19.1404,10,79,0,0,14.3293
20.8795,5374.21,33.2027,10,79,0,0,13.5751
20.8895,6888.27,51.5618,9,79,0,0,13.638
20.8995,7794.9,55.8587,10,79,0,0,13.8893
20.9105,8600.76,34.7652,9,79,0,0,13.8893
20.9195,8672.25,35.1558,9,80,0,0,13.7008
20.9294,8687.48,41.4057,10,79,0,0,13.8265
20.9474,9556.62,46.0932,10,79,0,0,13.7636
20.9495,9587.87,48.0463,10,79,0,0,13.7636
20.9682,10692.6,57.4211,10,80,0,0,13.7636
20.9695,10921.1,58.2024,9,79,0,0,13.7636
20.9795,11512.9,71.8741,9,79,0,0,13.7008
20.9894,11785.5,78.124,10,79,0,0,13.638
20.9994,11997.2,79.6865,9,80,0,0,13.638
21.0103,12416.4,78.9052,10,80,0,0,13.8265
21.0195,12365.6,71.8741,9,81,0,0,13.8265
21.0296,12452.3,67.5773,10,81,0,0,13.8265
21.0396,11859.3,63.2804,9,80,0,0,13.8265
21.0496,9746.85,69.1397,9,80,0,0,13.7008
21.0682,8228.89,88.2801,10,81,0,0,13.7008
21.0696,8388.26,87.1083,9,81,0,0,13.638
21.0794,9315.6,86.327,9,81,0,0,13.8893
21.0896,9714.82,85.9364,9,81,0,0,13.7008
21.0996,9814.82,89.8426,10,81,0,0,13.7636
21.1194,10710.9,91.0145,10,80,0,0,13.8265
21.1294,11054.7,92.1863,10,81,0,0,13.7636
21.1474,11437.9,96.0925,10,81,0,0,13.7008
21.1495,11549.2,99.2175,10,81,0,0,13.5751
21.1595,11677.7,99.2175,10,80,0,0,13.7636
21.1695,12064,98.0456,10,80,0,0,13.7636
21.1795,12306.2,99.2175,9,81,0,0,13.7636
21.1995,12269.1,98.0456,10,81,0,0,13.9522
21.2095,12246.8,98.4362,10,81,0,0,13.7008
21.2195,12458.6,47.265,10,81,0,0,13.638
21.2294,11598.4,33.5933,10,81,0,0,13.8265
21.2395,10797.2,25.7809,11,81,0,0,13.9522
21.2495,9753.1,23.4372,11,82,0,0,13.8265
21.2596,8885.14,23.0466,10,81,0,0,13.8893
21.2704,8153.89,23.0466,11,81,0,0,13.8893
21.2796,7599.59,23.4372,10,81,0,0,13.8265
21.2896,6962.87,23.4372,11,82,0,0,13.8265
21.2994,6931.62,23.0466,10,82,0,0,13.9522
21.3094,7251.55,23.4372,10,81,0,0,13.5751
21.3204,7533.58,23.4372,10,82,0,0,13.638
21.3296,7215.22,22.2653,11,81,0,0,13.7636
21.3396,7001.16,21.8747,11,82,0,0,13.638
21.3495,6939.05,22.2653,11,81,0,0,13.8893
21.3595,6805.45,21.8747,11,81,0,0,13.9522
21.3706,6793.73,21.4841,11,82,0,0,13.8893
21.3873,6642.95,21.4841,10,82,0,0,14.1407
21.3895,6544.91,21.0935,10,82,0,0,14.1407
21.3995,6369.13,21.4841,10,82,0,0,14.015
21.4094,6432.8,21.0935,10,81,0,0,13.638
21.4204,6275.77,21.0935,11,82,0,0,13.8265
21.4295,6160.92,21.0935,11,82,0,0,13.8265
21.4395,6229.28,21.0935,10,82,0,0,13.9522
21.4494,6120.69,21.0935,11,82,0,0,13.8265
21.4595,6125.38,21.0935,10,82,0,0,13.8265
21.4705,6133.19,21.0935,10,82,0,0,13.8265
21.4873,6080.45,21.4841,10,83,0,0,13.7636
21.4896,6070.69,21.4841,10,83,0,0,13.7636
21.4996,6087.88,21.0935,11,83,0,0,14.1407
21.5096,6083.19,21.4841,10,82,0,0,13.8893
21.5205,6044.52,21.8747,10,83,0,0,14.015
21.5295,6064.05,21.8747,10,82,0,0,13.8265
21.5395,6010.14,21.8747,11,83,0,0,13.8265
21.5495,6113.27,22.2653,10,83,0,0,13.7636
21.5594,6056.24,22.2653,11,83,0,0,14.2664
21.5704,5988.27,21.8747,11,83,0,0,13.8893
21.5795,6078.5,22.656,11,83,0,0,14.2036
21.5895,6028.5,22.2653,10,83,0,0,13.9522
21.5995,6025.38,22.656,11,83,0,0,13.7008
21.6095,6070.69,22.656,11,83,0,0,14.015
21.6204,6007.02,22.656,11,83,0,0,14.015
21.6295,6072.25,22.656,11,83,0,0,13.8893
21.6395,6048.03,22.656,11,83,0,0,13.8893
21.6495,5979.67,21.8747,11,83,0,0,14.015
21.6595,6047.25,20.7029,10,83,0,0,13.9522
21.6705,5927.72,18.3591,11,83,0,0,13.7008
21.6874,4924.6,17.9685,11,83,0,0,13.8893
21.6895,4864.44,17.9685,11,83,0,0,13.8893
21.6995,4494.91,17.9685,11,83,0,0,14.2036
21.7095,5272.25,18.3591,11,83,0,0,13.8265
21.7204,6380.45,27.3434,11,83,0,0,13.8265
21.7295,7031.23,30.4684,11,84,0,0,13.7636
21.7395,7077.72,31.6402,12,83,0,0,13.9522
21.7495,6719.91,31.2496,11,83,0,0,13.7008
21.7595,6896.86,28.9059,11,84,0,0,13.7636
21.7704,7134.75,30.0777,11,83,0,0,13.7636
21.7794,7247.64,27.734,11,84,0,0,14.2664
21.7895,7311.7,24.9997,11,83,0,0,14.2664
21.7994,7105.06,19.531,11,84,0,0,13.9522
21.8095,6636.31,19.1404,11,83,0,0,13.8265
21.8204,6787.48,19.531,11,84,0,0,13.7636
21.8295,6697.25,19.1404,11,84,0,0,14.2036
21.8395,6465.22,17.9685,11,84,0,0,13.8265
21.8495,6267.56,17.9685,11,83,0,0,13.8893
21.8674,6059.75,17.9685,11,84,0,0,13.8893
21.8703,6027.72,17.9685,12,84,0,0,13.8893
21.8794,5958.97,17.9685,12,84,0,0,13.7636
21.8894,5968.74,17.9685,11,83,0,0,13.7008
21.8995,5845.3,17.9685,11,84,0,0,13.7008
21.9095,5477.33,17.9685,11,83,0,0,13.8893
21.9283,5220.3,17.9685,11,83,0,0,14.1407
21.9295,5220.3,17.9685,11,83,0,0,13.7008
21.9395,5058.19,17.9685,12,84,0,0,13.7636
21.9495,5067.96,17.9685,12,84,0,0,14.0779
21.9595,5243.35,17.9685,12,84,0,0,13.4494
21.9702,4782.8,17.9685,11,83,0,0,13.8265
21.9874,4020.3,18.3591,12,84,0,0,14.1407
21.9895,3901.55,17.9685,11,84,0,0,14.1407
21.9995,3368.74,17.9685,11,84,0,0,13.7008
22.0095,3515.23,17.9685,11,84,0,0,14.2664
22.0203,4269.52,17.9685,11,84,0,0,13.7008
22.0295,4640.61,17.9685,12,84,0,0,13.0095
22.0395,4315.22,17.9685,12,84,0,0,12.6324
22.0495,4207.02,18.3591,12,84,0,0,12.5695
22.0595,4352.72,19.531,12,84,0,0,13.0723
22.0704,4430.85,19.9216,11,84,0,0,13.198
22.0795,4237.49,19.531,12,84,0,0,13.5123
22.0894,4331.63,19.9216,12,84,0,0,13.3237
22.0996,4384.76,20.3122,11,84,0,0,13.2609
22.1096,4325.38,20.3122,12,84,0,0,13.2609
22.1281,4476.94,20.3122,11,84,0,0,13.5751
22.1296,4450.77,20.3122,11,84,0,0,13.5751
22.1396,4493.35,20.3122,12,84,0,0,13.3237
22.1496,4538.27,20.3122,12,84,0,0,13.2609
22.1596,4513.27,20.3122,12,84,0,0,13.0723
22.1705,4508.58,20.3122,12,84,0,0,13.7008
22.1796,4558.97,20.3122,12,84,0,0,13.4494
22.1894,4589.44,20.3122,12,84,0,0,13.5123
22.1994,4569.91,19.9216,12,84,0,0,13.7008
22.2094,4602.72,20.3122,11,84,0,0,13.4494
22.2204,4560.93,19.531,12,84,0,0,13.4494
22.2295,4608.58,20.3122,12,84,0,0,13.7636
22.2395,4573.04,19.9216,12,84,0,0,13.7636
22.2495,4446.47,19.9216,12,84,0,0,13.638
22.2595,4637.1,19.9216,12,85,0,0,13.4494
22.2704,4421.47,19.531,12,85,0,0,13.5123
22.2795,4358.58,19.531,12,85,0,0,13.5751
22.2895,4601.16,19.9216,11,84,0,0,13.5751
22.2995,4316.4,19.9216,12,84,0,0,13.3866
22.3095,4175.38,19.531,11,85,0,0,13.3866
22.3205,4114.83,19.531,12,84,0,0,13.5123
22.3296,4174.99,19.531,12,85,0,0,13.3237
22.3396,4187.1,19.531,12,85,0,0,13.1352
22.3496,4224.6,19.531,12,84,0,0,13.4494
22.3596,4160.15,19.531,12,85,0,0,13.5751
22.3796,3927.73,19.531,12,84,0,0,13.4494
22.3896,3993.74,19.531,12,85,0,0,13.3866
22.3995,3852.73,19.531,12,84,0,0,13.5751
22.4095,3957.8,19.531,12,85,0,0,13.4494
22.4194,3962.49,19.9216,12,85,0,0,13.5123
22.4295,3840.62,19.9216,12,85,0,0,13.4494
22.4395,3916.4,19.531,12,84,0,0,13.5751
22.4495,3951.94,19.531,13,85,0,0,13.3237
22.4595,3858.19,19.531,13,85,0,0,13.1352
22.4695,3842.96,19.1404,12,85,0,0,13.7636
22.4795,3800.77,19.1404,12,85,0,0,13.9522
22.4895,3771.09,19.1404,12,85,0,0,13.3866
22.5083,3716.4,19.1404,12,85,0,0,13.5751
22.5095,3704.29,19.1404,13,85,0,0,13.5751
22.5194,3659.76,19.1404,13,84,0,0,13.3237
22.5296,3626.94,19.1404,12,85,0,0,13.7636
22.5396,3519.52,19.1404,13,85,0,0,13.198
22.5505,3319.52,19.1404,12,85,0,0,13.198
22.5674,3281.63,18.7498,12,85,0,0,13.638
22.5694,3395.7,18.7498,13,85,0,0,13.5751
22.5795,3690.62,18.7498,13,85,0,0,13.2609
22.5895,3059.76,18.3591,12,85,0,0,13.7008
22.6004,2899.99,19.1404,12,85,0,0,13.5123
22.6095,3401.16,19.9216,13,85,0,0,13.4494
22.6195,3724.21,19.531,13,85,0,0,13.1352
22.6295,3075.77,19.1404,13,85,0,0,13.2609
22.6395,2855.85,19.1404,12,86,0,0,13.7636
22.6504,3207.41,19.531,12,86,0,0,13.5123
22.6595,3683.98,19.531,13,85,0,0,13.8893
22.6695,3303.12,19.531,12,85,0,0,13.3866
22.6874,3001.95,19.531,13,86,0,0,13.2609
22.6895,3138.66,19.9216,13,86,0,0,13.2609
22.7004,3805.07,19.9216,13,86,0,0,13.5123
22.7095,3332.02,19.9216,13,86,0,0,13.3237
22.7195,2780.46,19.531,12,86,0,0,13.198
22.7295,3132.41,20.3122,13,86,0,0,13.4494
22.7395,3849.6,20.3122,12,86,0,0,13.3237
22.7504,3260.93,17.9685,12,85,0,0,13.2609
22.7595,2839.84,17.9685,13,86,0,0,13.3866
22.7694,2833.2,17.9685,12,86,0,0,13.7636
22.7795,3035.93,17.9685,12,86,0,0,13.198
22.7895,3167.18,18.3591,12,85,0,0,13.638
22.8095,3860.93,17.9685,13,85,0,0,13.3866
22.8273,3967.57,18.3591,12,86,0,0,13.638
22.8295,3944.91,17.9685,13,85,0,0,13.5751
22.8395,4012.1,17.9685,13,86,0,0,13.3237
22.8495,3974.6,17.9685,13,86,0,0,13.2609
22.8595,3935.93,17.9685,13,86,0,0,13.3866
22.8695,3904.29,17.9685,13,86,0,0,13.3237
22.8895,3878.51,17.9685,12,86,0,0,13.3237
22.8994,3830.46,18.3591,12,85,0,0,13.5123
22.9094,3826.94,17.9685,12,85,0,0,13.5751
22.9195,3810.15,17.9685,13,85,0,0,13.4494
22.9295,3812.1,17.9685,12,84,0,0,13.638
22.9474,3891.4,17.9685,13,86,0,0,13.3237
22.9495,3871.48,17.9685,13,86,0,0,13.3237
22.9605,3900.38,17.9685,13,86,0,0,13.2609
22.9695,3885.93,17.9685,13,86,0,0,13.7008
22.9795,3895.69,17.9685,13,86,0,0,13.3237
22.9895,3951.16,17.9685,12,85,0,0,13.7008
23.0074,3934.76,17.9685,13,85,0,0,13.3866
23.0104,3957.41,17.9685,13,86,0,0,13.3866
23.0195,3937.1,17.9685,13,86,0,0,13.1352
23.0295,3929.29,17.9685,13,86,0,0,13.8265
23.0395,3876.55,17.9685,13,86,0,0,13.2609
23.0494,3847.26,17.9685,13,86,0,0,13.3237
23.0695,3895.3,17.9685,13,86,0,0,13.198
23.0795,3930.85,18.3591,12,85,0,0,13.3866
23.0895,3988.27,17.9685,13,86,0,0,13.5123
23.0994,3949.21,17.9685,13,86,0,0,13.5123
23.1095,3902.33,18.3591,12,86,0,0,13.198
23.1274,3935.93,17.9685,13,85,0,0,13.3237
23.1295,3957.8,17.9685,13,85,0,0,13.2609
23.1403,4008.19,17.9685,13,86,0,0,13.1352
23.1495,4007.41,18.3591,13,85,0,0,13.638
23.1595,3963.66,17.9685,13,86,0,0,13.5123
23.1696,3960.15,17.9685,12,86,0,0,13.2609
23.1796,3987.88,18.3591,12,85,0,0,13.4494
23.1904,4025.38,17.9685,12,86,0,0,13.2609
23.1996,4016.79,18.3591,13,85,0,0,13.638
23.2096,3986.32,17.9685,12,86,0,0,13.5751
23.2196,3931.63,17.9685,12,86,0,0,13.5123
23.2296,3902.73,17.9685,12,86,0,0,13.2609
23.2496,4013.27,17.9685,12,86,0,0,13.5123
23.2596,4033.19,18.3591,12,86,0,0,13.638
23.2695,3983.19,17.9685,13,86,0,0,13.5123
23.2794,3969.91,17.9685,13,86,0,0,13.3866
23.2895,4055.46,18.3591,12,86,0,0,13.3237
23.2995,4052.33,17.9685,13,86,0,0,13.8893
23.3095,3960.93,18.3591,13,86,0,0,13.4494
23.3204,4004.29,17.9685,13,86,0,0,13.5751
23.3295,4092.18,18.3591,12,86,0,0,13.3237
23.3395,4068.74,17.9685,12,86,0,0,13.1352
23.3495,4033.19,17.9685,12,85,0,0,13.2609
23.3595,4039.83,17.9685,12,86,0,0,13.1352
23.3705,4015.23,18.3591,12,86,0,0,13.7008
23.3874,4093.74,18.3591,12,86,0,0,13.5123
23.3896,4093.74,17.9685,12,86,0,0,13.5123
23.3996,4069.91,17.9685,12,85,0,0,13.3237
23.4096,3997.65,17.9685,12,85,0,0,13.3237
23.4205,4095.69,17.9685,12,86,0,0,13.3866
23.4296,4100.38,17.9685,12,85,0,0,13.3866
23.4396,4039.44,18.3591,12,85,0,0,13.4494
23.4496,4080.07,18.3591,12,85,0,0,13.2609
23.4596,4134.76,20.3122,11,86,0,0,13.3237
23.4705,4296.47,23.4372,11,86,0,0,13.1352
23.4795,4810.15,24.9997,12,86,0,0,13.3866
23.4895,5787.49,25.3903,12,86,0,0,13.638
23.4995,6080.45,21.8747,12,85,0,0,13.638
23.5095,6187.1,21.8747,12,86,0,0,13.5751
23.5295,6120.69,21.0935,12,85,0,0,13.3866
23.5395,6094.52,21.0935,12,86,0,0,13.5751
23.5495,6110.53,21.0935,12,86,0,0,13.0723
23.5595,6099.2,21.0935,12,84,0,0,13.3237
23.5695,6109.36,21.0935,12,85,0,0,13.3866
23.5795,6208.58,21.0935,12,85,0,0,13.198
23.5895,6266.78,21.0935,11,86,0,0,13.3866
23.6004,6338.66,21.4841,12,86,0,0,13.198
23.6094,6403.5,24.6091,12,85,0,0,13.3866
23.6196,5604.67,33.2027,12,86,0,0,13.4494
23.6294,4685.54,34.3746,12,85,0,0,13.0095
23.6396,4077.72,35.1558,12,85,0,0,13.2609
23.6504,3145.7,45.7025,12,85,0,0,13.3237
23.6673,2720.31,33.9839,11,84,0,0,13.7636
23.6695,2670.7,33.2027,12,84,0,0,13.7636
23.6795,2860.15,30.0777,12,85,0,0,12.8838
23.6895,2885.93,26.9528,12,84,0,0,13.638
23.7003,2945.7,25.7809,12,85,0,0,13.5123
23.7095,3669.52,26.1715,12,84,0,0,13.3237
23.7195,4930.07,24.9997,12,85,0,0,13.3237
23.7294,5846.86,23.4372,12,85,0,0,13.5751
23.7395,6163.66,24.6091,12,85,0,0,13.5123
23.7502,6421.08,24.6091,12,84,0,0,13.7008
23.7674,6774.59,24.6091,12,85,0,0,13.198
23.7695,6852.33,24.6091,12,85,0,0,13.1352
23.7795,6864.83,24.9997,12,85,0,0,13.638
23.7895,6979.67,24.6091,11,84,0,0,13.638
23.8003,7030.06,24.9997,12,85,0,0,13.2609
23.8095,6889.44,24.6091,12,84,0,0,13.5751
23.8195,6897.64,25.3903,12,85,0,0,13.638
23.8295,6935.53,21.0935,12,85,0,0,13.5123
23.8474,6737.48,19.531,12,85,0,0,13.4494
23.8504,6690.22,19.9216,12,84,0,0,13.7008
23.8596,6488.27,19.9216,12,84,0,0,13.4494
23.8696,6389.44,19.9216,12,85,0,0,13.3866
23.8874,6422.25,19.9216,12,84,0,0,13.3237
23.8896,6411.31,20.3122,12,84,0,0,13.3237
23.9004,6486.31,19.531,12,85,0,0,13.4494
23.9095,6499.59,19.9216,12,84,0,0,13.4494
23.9194,6568.34,19.9216,12,85,0,0,13.2609
23.9295,6619.91,19.531,11,84,0,0,13.4494
23.9394,6633.58,18.7498,12,84,0,0,13.4494
23.9503,6499.99,17.9685,12,85,0,0,13.5751
23.9674,6241.39,30.4684,12,84,0,0,13.4494
23.9695,6303.89,38.2808,12,84,0,0,13.4494
23.9795,7408.19,63.6711,12,85,0,0,13.3866
23.9895,7262.87,63.6711,12,84,0,0,13.5123
24.0003,7121.08,63.2804,12,84,0,0,13.5751
24.0095,7168.73,63.2804,12,84,0,0,13.3237
24.0196,7192.95,61.3273,12,84,0,0,13.5123
24.0296,7314.83,60.9367,12,84,0,0,13.3237
24.0396,7273.42,59.7649,12,84,0,0,13.4494
24.0594,7003.89,59.7649,12,84,0,0,13.7008
24.0695,9157.4,59.7649,12,84,0,0,13.1352
24.0795,8069.9,61.718,11,84,0,0,13.5123
24.0895,8559.36,71.8741,12,84,0,0,13.3237
24.0995,9107.4,83.2021,12,84,0,0,13.1352
24.1095,9969.51,73.0459,12,84,0,0,13.3237
24.1195,10277.3,70.7022,11,84,0,0,13.198
24.1304,11107.8,68.7491,12,84,0,0,13.2609
24.1395,11655.8,68.7491,11,84,0,0,13.3237
24.1494,12001.5,68.3585,12,84,0,0,13.4494
24.1595,12160.1,68.7491,12,83,0,0,13.3866
24.1695,12240.2,66.796,12,84,0,0,13.2609
24.1804,11015.6,67.5773,12,84,0,0,13.2609
24.1895,8523.81,67.1866,12,84,0,0,13.3866
24.1995,6565.22,69.5304,11,84,0,0,13.4494
24.2095,8524.59,83.9833,12,83,0,0,13.3237
24.2196,11614.8,87.4989,12,84,0,0,13.198
24.2305,12548.4,96.4831,12,84,0,0,13.2609
24.2396,12586.3,97.2644,12,84,0,0,13.4494
24.2496,12431.6,71.0928,12,84,0,0,13.5123
24.2596,12548,38.2808,11,84,0,0,13.3866
24.2696,11862.1,29.2965,12,84,0,0,13.3866
24.2805,10876.5,18.7498,12,84,0,0,13.3866
24.2896,10079.7,18.3591,11,83,0,0,13.3866
24.2996,9242.56,17.9685,12,84,0,0,13.4494
24.3095,8388.26,18.3591,12,84,0,0,13.4494
24.3195,7563.26,18.3591,12,83,0,0,13.3237
24.3304,6682.8,17.9685,12,84,0,0,13.4494
24.3395,6055.45,17.9685,11,83,0,0,13.7636
24.3495,5666.78,17.9685,12,83,0,0,13.5751
24.3595,5194.13,17.9685,12,84,0,0,13.638
24.3695,4779.29,17.9685,12,83,0,0,13.5123
24.3804,4517.57,17.9685,12,84,0,0,13.2609
24.3895,4524.99,17.9685,12,84,0,0,13.2609
24.3995,4533.58,18.3591,12,84,0,0,13.7008
24.4095,4648.82,17.9685,12,84,0,0,13.4494
24.4195,4644.13,17.9685,12,84,0,0,13.5751
24.4307,4060.54,17.9685,12,84,0,0,13.4494
24.4396,3573.82,17.9685,12,83,0,0,13.2609
24.4496,4064.44,17.9685,11,83,0,0,13.7008
24.4596,5548.42,17.9685,12,83,0,0,13.2609
24.4696,5850.38,18.3591,11,83,0,0,13.3866
24.4883,5350.38,18.3591,12,84,0,0,13.5123
24.4896,5298.03,18.3591,12,84,0,0,13.5123
24.4996,5263.66,23.0466,12,83,0,0,13.5123
24.5096,5336.71,24.2184,12,83,0,0,13.5751
24.5196,5472.64,24.6091,12,83,0,0,13.198
24.5305,5756.24,24.6091,12,84,0,0,13.7636
24.5395,5395.3,24.2184,12,83,0,0,13.1352
24.5495,5650.38,24.2184,12,83,0,0,13.3866
24.5595,5772.64,23.8278,12,84,0,0,13.4494
24.5695,5941,23.8278,12,83,0,0,13.5123
24.5804,6009.75,24.2184,13,83,0,0,13.4494
24.5895,6182.02,24.2184,12,84,0,0,13.3237
24.5995,6152.72,24.6091,11,83,0,0,13.5123
24.6095,6369.52,24.9997,11,83,0,0,13.5751
24.6194,6396.47,25.3903,12,84,0,0,13.5123
24.6305,6522.64,25.7809,13,83,0,0,13.5123
24.6395,6519.91,25.3903,12,83,0,0,13.3237
24.6496,6749.2,25.3903,12,84,0,0,13.3237
24.6596,6696.86,25.3903,12,84,0,0,13.198
24.6696,6916.78,24.6091,11,83,0,0,13.638
24.6883,6410.14,17.9685,12,84,0,0,13.4494
24.6896,6364.05,17.9685,13,84,0,0,13.4494
24.6996,6484.36,17.9685,13,83,0,0,13.5123
24.7095,6566.39,17.9685,12,84,0,0,13.1352
24.7195,6389.44,18.3591,12,83,0,0,13.638
24.7304,6325.38,17.9685,12,84,0,0,13.638
24.7395,6207.8,17.9685,12,84,0,0,13.638
24.7495,6204.67,18.3591,12,83,0,0,13.4494
24.7674,6039.05,17.9685,13,83,0,0,13.5123
24.7695,6011.31,17.9685,12,84,0,0,13.5123
24.7805,5919.91,17.9685,13,83,0,0,13.5751
24.7895,5893.74,17.9685,13,84,0,0,13.4494
24.7995,5850.77,17.9685,13,83,0,0,13.5123
24.8095,5781.63,17.9685,12,83,0,0,13.3237
24.8195,5672.25,17.9685,12,84,0,0,13.8265
24.8304,5539.44,17.9685,13,84,0,0,13.3237
24.8395,5570.3,17.9685,12,83,0,0,13.7636
24.8495,5466.39,17.9685,12,84,0,0,13.3866
24.8594,5360.53,17.9685,12,84,0,0,13.7636
24.8695,5235.53,17.9685,13,84,0,0,13.5123
24.8805,5109.75,19.1404,13,83,0,0,13.4494
24.8895,5154.28,19.531,13,84,0,0,13.5751
24.8995,5126.94,22.2653,13,84,0,0,13.3866
24.9095,5428.11,24.2184,13,83,0,0,13.7636
24.9195,5224.6,24.9997,12,83,0,0,13.638
24.9315,5416.78,25.7809,13,83,0,0,13.5751
24.9474,5652.33,27.3434,12,83,0,0,13.4494
24.9495,5695.69,27.3434,12,83,0,0,13.4494
24.9595,5946.47,26.9528,12,83,0,0,13.4494
24.9695,6180.45,27.3434,12,84,0,0,13.7636
24.9804,6326.55,27.3434,13,84,0,0,13.638
24.9895,6453.89,26.9528,13,84,0,0,13.3866
24.9995,6582.8,25.7809,13,83,0,0,13.3237
25.0095,6631.63,20.7029,13,83,0,0,13.3866
25.0195,6426.55,17.9685,12,84,0,0,13.5751
25.0395,6108.19,17.9685,13,83,0,0,13.5123
25.0495,6414.05,18.3591,12,83,0,0,13.5751
25.0595,6238.66,17.9685,13,84,0,0,13.4494
25.0695,6121.08,18.7498,13,83,0,0,13.3237
25.0795,6080.06,19.531,12,84,0,0,13.7636
25.0895,6144.52,20.7029,13,83,0,0,13.5123
25.0995,6200.38,21.0935,12,83,0,0,13.638
25.1105,6356.63,21.4841,13,84,0,0,13.4494
25.1195,5978.89,21.8747,13,84,0,0,13.7008
25.1294,6114.05,21.4841,13,84,0,0,13.3237
25.1395,6241,21.8747,13,84,0,0,13.3866
25.1495,6162.88,21.8747,13,84,0,0,13.638
25.1605,6257.41,21.4841,13,83,0,0,13.8265
25.1694,6262.88,21.8747,13,83,0,0,13.4494
25.1795,6274.59,21.4841,13,84,0,0,13.4494
25.1895,6341.78,19.9216,12,84,0,0,13.4494
